Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
2021;JULIANÓW;(22) 425-41-72;recepcja@hoteljulianow.pl;stały;**;hotel;04-990 Warszawa, Wał Miedzeszyński 106 A
2022;MILENA;33 863-73-83;milena@ milena com.pl;stały;**;hotel;34-360 Milówka, Dworcowa 22
2023;WIELKOPOLANKA;;;stały;**;hotel;63-000 Środa Wielkopolska, Pętkowo 3
2024;TAJTY;87-428-01-94;recepcja@hoteltajty.pl;stały;**;hotel;11-500 Wilkasy, Przemysłowa 17
2025;FELIX;12 649-13-31;puhit@puhit.com.pl;stały;**;hotel;30-426 Kraków, os. Złota Jesień 15 B
2026;MARCZEWSKI;+48 33 815 16 92;hotelmarczewski@op.pl;stały;**;hotel;43-300 Bielsko-Biała, 1-go maja 4a
2027;Pałac Lubostroń;52-3844112;palac@palac-lubostron.pl;stały;**;hotel;89-210 Lubostroń, -
2028;"""MARYLA""";58/551-00-34;;stały;**;hotel;81-713 Sopot, Sępia 2
2029;NAD OSŁAWĄ;13 462 20 07;kontakt@nadoslawa.com.pl;stały;**;hotel;38-450 Zagórz, Piłsudskiego 27
2030;Hotel Pomorski;061 867 28 31;hotel_pomorski@naszemiasto.pl;stały;**;hotel;60-367 Poznań, Sierakowska 36
2031;ŁAZISKA;(7231)101-10-;hotellaziska@gmail.com;stały;**;hotel;32-860 Czchów, ul. Kolonia 4
2032;HOTEL-24;242636001;;stały;**;hotel;09-410 Płock, graniczna 54/1
2033;HUZAR;794 572 673;bozenawisniewski@op.pl;stały;**;hotel;32-130 Sokołowice, Sokołowice 46b
2034;ALF;(0 12)656-19-42;recepcja@hotelalf.pl;stały;**;hotel;30-705 Kraków, ul. Klimeckiego 24
2035;Hotel Victoria;061 427 54 54,;reception@hotel-victoria.pl;stały;**;hotel;62-260 Łubowo, Łubowo 13
2036;HOTEL SOLEC;224994012;rezerwacja@hotelsolec.pl;stały;**;hotel;05-532 Baniocha, solec 28d
2037;"HOTEL STUDENCKI ""NAWOJKA""";(0 12) 633-39-36;nawojka@bratniak.krakow.pl;stały;**;hotel;30-059 Kraków, ul. Reymonta 11
2038;"HOTEL ""SOPHIE""";523823838;;stały;**;hotel;86-010 Koronowo, A. Hoffmana 42
2039;POD SOSNAMI;+ 48 (0-25) 685;biuro@hotelosieck.pl;stały;**;hotel;08-445 Osieck, Warszawska 68
2040;LELIWA;016 648-18 04;hotel@hotelleliwa.pl;stały;**;hotel;37-200 Przeworsk, Lwowska 110
2041;PRZY LESIE;;;stały;**;hotel;62-080 Sierosław, Bukowska 2a
2042;"""NAD JEZIOREM""";58/834 33 30;recepcja@nad-jeziorem.czluchow.pl;stały;**;hotel;77-300 Człuchów, Szczecińska 13
2043;"""HOTEL POMORSKI""";052 3758545 34;pomorski@hotel-pomorski.pl;stały;**;hotel;85-739 Bydgoszcz, Fordońska 112
2044;ODRA;683 835 032;info@hotelodra.pl;stały;**;hotel;66-600 Krosno Odrzańskie, MARKSA 29
2045;Hotel Sportowy;061 283 04 51,;biuro.sosir@nx.pl;stały;**;hotel;63-100 Śrem, Poznańska 15
2046;MARIA;95 743-42-90;hotelmaria@hotelmaria.com.pl;stały;**;hotel;66-304 Brójce, Sportowa 7
2047;B&B HOTEL WARSZAWA-OKĘCIE;225771760;warszawa.okecie@hotelbb.com;stały;**;hotel;02-180 Warszawa, al. krakowska 193
2048;VICTORIA CECHINI;18 534-92-41;biuro@victoriakrynica.pl;stały;**;hotel;33-380 Krynica-Zdrój, ul. Pułaskiego 29
2049;ELDA;523 429 855;recepcja@hotelelda.pl;stały;**;hotel;85-085 Bydgoszcz, Fordońska 26
2050;Sława;;;stały;**;hotel;62-700 Turek, Komunalna 4
2051;HEXAGON;94-35-81-028;;stały;**;hotel;78-132 Grzybowo, Zielona 8
2052;HOTEL POD JELENIEM;52 33 42 195;zajazd@icloud.com;stały;**;hotel;89-500 Tuchola, Świecka 110
2053;STANICA WODNA;6929000;;stały;**;hotel;06-100 Pułtusk, Podzamcze39
2054;"""BLIZA""";58/ 572-61-03;bliza@hotelewam.pl;stały;**;hotel;84-200 Wejherowo, Os. Przyjaźni 1
2055;MORENA;94-351-51-52;INFO@HOTELMORENA.DE;stały;**;hotel;78-111 Ustronie Morskie, ul. B. Chrobrego 2
2056;ZAJAZD PODKOWA;+ 48 (0-25) 633;robert@zajazd-podkowa.pl;stały;**;hotel;08-103 Siedlce, Opole Nowe 122 A
2057;FENIX;(91) 578 88 62;kontakt@fenix-hotel.pl;stały;**;hotel;73-108 Morzyczyn, Szczecińska 12
2058;HOTEL PAŁAC;523 397 710;biuro@palac.com.pl;stały;**;hotel;85-687 Bydgoszcz, konna 10
2059;MORENA;94-351-51-52;INFO@HOTELMORENA.DE;stały;**;hotel;78-111 Ustronie Morskie, ul. B. Chrobrego 2
2060;SKORPION;(12) 284-32-00;info@restauracja-skorpion.pl;stały;**;hotel;32-015 Kłaj, Grodkowice 107
2061;REST;(+48-22) 721-18;;stały;**;hotel;05-850 Mory, Poznańska 33
2062;ANDREOVIA;41 386 55 04;restauracja.andreovia@wp.pl;stały;**;hotel;28-300 Sudół, Sudół 85d
2063;AHOTEL;32-215-04-35;recepcja @ahotel.com.pl;stały;**;hotel;43-503 , Droga Krajowa Nr 1
2064;NA KAMIENIU;34 359 60 30;kontakt@nakamieniu.pl;stały;**;hotel;46-300 Borki Małe, Oleska 1a
2065;Hotel Polonia;061 438 68 59;podstolice@post.pl;stały;**;hotel;62-330 Podstolice, Rynek 21
2066;"""MAXIM""";55/ 279-63-18;pensjonat.maxim@wp.pl;stały;**;hotel;82-500 Kwidzyn, Słowiańska 10
2067;MAGNAT;15 869-26-99;hotelmagnat@op.pl;stały;**;hotel;27-580 Jacentów, Jacentów 117
2068;VIA BALTICA ŁOMŻA;86 224-51-45;puhmroczkowski@o2.pl;stały;**;hotel;18-400 Grzymały Szczepankowskie, Grzymały Szczepankowskie 1a
2069;AMIGO;22/7831534;;stały;**;hotel;05-070 Sulejówek, Trakt brzeski
2070;"""ZAMKOWY""";0-59 842 - 52;biuro@przymorze.com.pl;stały;**;hotel;76-200 Słupsk, Dominikańskiej 4
2071;DIANA;542 977 261,60;;stały;**;hotel;87-630 Skępe, Warszawska 2
2072;RESTAURACJA ZŁOTA RYBKA - HOTEL;(+48 23) 674-2;;stały;**;hotel;06-450 Glinojeck, Górka 1A
2073;TAWERNA;032/ 270-11-45;hotel-restauracja.tawerna @ wp.pl;stały;**;hotel;44-164 Kleszczów, Wolności 8
2074;"""OLIVIA""";58/343-31-00;recepcja@stoczniowiec.org.pl;stały;**;hotel;80-309 Gdańsk, Al. Grunwaldzka 470
2075;WERANDA;413679222;biuro@weradna.pl;stały;**;hotel;26-070 Łopuszno, Włoszczowska 49
2076;HOTEL LOGAN;523 278 401;hotel@hotel-logan.com.pl;stały;**;hotel;85-403 Bydgoszcz, Siedlecka 8 b
2077;KONICZYNKA;32 472-21-22;hotel@hotel-koniczynka.pl;stały;**;hotel;43-250 Pawłowice, Zjednoczenia 16 B
2078;MARIAGE;41 39-42-351;mariage@mariage.net.pl;stały;**;hotel;29-100 Włoszczowa, Rolnicza 4
2079;"""SYLWANA""";052-381-48-59;hotel.sylwana@op.pl;stały;**;hotel;86-005 Białe Błota, Szubińska 87 a
2080;"""GROMADA""";566 226 060;zstaropolski@gromada.pl;stały;**;hotel;87-100 Toruń, Żeglarska 10/14
2081;NORD;91 483 28 38;biuro@hotelnord.pl;stały;**;hotel;72-006 Mierzyn, Lubieszyńkska 1
2082;U CZWARNÓW;+ 48 (0-22) 724;;stały;**;hotel;05-827 Grodzisk Mazowiecki, Owocowa 2 B
2083;PRZYSTAŃ;091-39-20-221;przystan@nowogard.pl;stały;**;hotel;72-200 Nowogard, Zielona 1
2084;TUKAN;818 203 790;recepcja@hoteltukan.pl;stały;**;hotel;24-320 Poniatowa, 11 listopada 3
2085;EURO-HOTEL;052-381-41-69;info@eurohotel.com.pl;stały;**;hotel;86-005 Białe Błota, Szubińska 93
2086;HOTEL NA SKARPIE;87-421-64-18;recepcja@hotel-naskarpie.pl;stały;**;hotel;11-730 Mikołajki, Michała Kajki 96A
2087;DELFIN;+48-23 - 661-;;stały;**;hotel;09-164 , Dzierzążnia 41 A
2088;"""GOŁUŃ""";0 - 58 686 -;golu@hotel-golun.com.pl, kaszuby@poczta.wp.pl;stały;**;hotel;83-406 Wąglikowice, Gołuń
2089;FLORIAN;(12) 413-37-37;recepcja@hotel-florian.pl;stały;**;hotel;31-436 Kraków, ul. Czerwonego Prądnika 19
2090;GROMADA;(18) 201-50-11;zakopanehotel@gromada.pl;stały;**;hotel;34-500 Zakopane, ul. Zaruskiego 2
2091;"""JAX""";056-659-06-00;;stały;**;hotel;87-100 Toruń, Ceglana 7
2092;Olimp;"(61) 845 54 30;";olimp.hotel@olimpia.org.pl;stały;**;hotel;60-622 Poznań, Warmińska 1
2093;Campanile;;;stały;**;hotel;60-541 Poznań, Św.Wawrzyńca 96
2094;POD JASKÓŁKĄ;413003058;hotel@podjaskolka.pl;stały;**;hotel;26-050 Tumlin-Osowa, Sosnowa 56
2095;HOTEL HAWANA;523 422 941;hawana@hotele-bydgoszcz.pl;stały;**;hotel;85-734 Bydgoszcz, Boczna 29
2096;Ogród Smaków;;;stały;**;hotel;62-001 Chludowo, Dworcowa 6
2097;TRAWERS;(18) 337-88-10;hotel@laskowa-ski.pl;stały;**;hotel;34-602 Laskowa, Laskowa 697
2098;"HOTEL ""PRZEDZAMCZE""";23-697-29-50;biuro@przedzamcze.com;stały;**;hotel;13-200 Działdowo, Zamkowa 9
2099;U JACKA;(14) 686-73-50;;stały;**;hotel;32-765 Rzezawa, Jodłówka
2100;IMPERIAL;13/ 4452118;imperialjaslo@Vp.pl;stały;**;hotel;38-200 Jasło, Św. Jana z Dukli 26
2101;POLONIA PALAST;0-42 632-87-73;polonia@centrumhotele.pl;stały;**;hotel;90-135 Łódź, Narutowicza 38
2102;"""POD KORONĄ""";523 898 402;;stały;**;hotel;89-410 Więcbork, Gdańska 30a
2103;OSZ;48/3699615;;stały;**;hotel;26-600 Radom, Kraszewskiego 1/7
2104;HOTEL ROZTOCZE;84 600 51 48;biuro@hotelroztocze.com;stały;**;hotel;22-470 Zwierzyniec, Partyzantów 11
2105;HOTEL PEGAZ;052-341-51-15;pegaz@pegazhotel.bydgoszcz.pl;stały;**;hotel;85-094 Bydgoszcz, M.Skłodowskiej Curie 10a
2106;DARIA;0-42 659-82-44;hoteldaria@oit.pl;stały;**;hotel;91-513 Łódź, Studencka 2/4
2107;CIS;91- 321-05-91;recepcja@hotel-cis.pl;stały;**;hotel;72-600 Świnoujście, Piłsudskiego 26
2108;HOTEL NA SKARPIE;89-526-92-11;hotelnaskarpie@home.pl;stały;**;hotel;10-170 Olsztyn, Gietkowska 6A
2109;AWIS;0-24 253-87-91;hotel@awis.kutno.pl;stały;**;hotel;99-300 Kutno, Łęczycka 8
2110;MIESZKO;17 861 22 01;hotelmieszko@op.pl;stały;**;hotel;35-233 Rzeszów, Lubelska 24
2111;"""MAGNAT""";056-498-26-66;;stały;**;hotel;87-300 Brodnica, Sądowa 40
2112;TM;48/6197120;;stały;**;hotel;26-600 Radom, Focha 12
2113;KAPRYS;81 751 61 15;info@hotelkaprys.pl;stały;**;hotel;21-040 Świdnik, E. Orzeszkowej 1
2114;"HOTEL ""U HOŁOSIA""";797 353 516;kontakt@uholosia.pl;stały;**;hotel;86-014 Osówiec, Poziomkowa 2
2115;MONIKA;(12) 413-84-80;hotelmonika@hotelmonika.pl;stały;**;hotel;31-425 Kraków, ul. Langiewicza 6
2116;DAVINCI;542 884 030;biuro@hoteldavinci.pl;stały;**;hotel;87-640 Czernikowo, Torunska 22
2117;Celmar;(67) 212 58 34;hotel@celmar.pl;stały;**;hotel;64-970 Dobrzyca, Dobrzyca
2118;LEŚNA;89-624-32-46;lesna3@wp.pl;stały;**;hotel;12-100 Szczytno, Ostrołęcka 6
2119;AUTO HOF 229;603 539 316;;stały;**;hotel;62-400 Kąty, kąty 116
2120;HOTEL PUGETÓW;(12) 432-49-50;pugetow@donimirski.com;stały;**;hotel;31-038 Kraków, ul. Starowiślna 15a
2121;Pod Kaczorem;(061) 2823491,;podkaczorem@poczta.onet.pl;stały;**;hotel;64-020 Piotrowo Pierwsze, Piotrowo 1
2122;Czeremcha;;;stały;**;hotel;62-240 Trzemeszno, Św.Jana 20
2123;"""RATUSZOWY""";054-232-62-76;;stały;**;hotel;87-800 Włocławek, J. Bojańczyka 7
2124;"HOTEL ""PARK""";52-3555350;;stały;**;hotel;88-100 Inowrocław, Świętokrzyska 107
2125;MARHABA;(074) 865-99-33;marhaba@netgate.pl;stały;**;hotel;57-300 Kłodzko, Daszyńskiego 16
2126;Naramowice;;;stały;**;hotel;61-619 , Naramowicka 150
2127;CZTERY KORONY;612 829 150;;stały;**;hotel;63-100 Śremskie Przedmieście, Malczewskiego 1
2128;FERO ACTIVE;+48 33 863 40 1;recepcja@hotelfero.pl;stały;**;hotel;34-355 Korbielów, Graniczna 17
2129;DOBIESZKÓW;0-42 710-90-90;dobieszkow@hoteldobieszkow.com.pl;stały;**;hotel;95-010 Dobieszków, p-ta Stryków
2130;Czarnuszka;(62) 761 85 39;;stały;**;hotel;62-860 Opatówek, ul. Helleny 2
2131;"""BIAŁY DWOREK""";0 - 58 671 -;recepcja@bialy-dworek.pl;stały;**;hotel;81-197 Rumia, Sobieskiego 16
2132;KORONA;(074) 867-37-3;;stały;**;hotel;57-300 Kłodzko, Noworudzka 1
2133;GOLD;;;stały;**;hotel;60-567 Poznań, Bukowska 127
2134;"""PODGRODZIE""";54 284 25 01;;stały;**;hotel;87-820 Przydatki Gołaszewskie, Przydatki Gołaszewskie 3
2135;POŚWIĘTNE;+48 (0-23) 622-;plonsk_sekretariat@cdr.gov.pl;stały;**;hotel;09-100 Płońsk, Sienkiewicza 11
2136;Hotel GWDA;067 351 12 77;berpil@onet.pl;stały;**;hotel;64-920 Piła, Dąbrowskiego 8
2137;LINUS ART GALLERY;+48 33 855 26 65;recepcja@hotel-linus.pl;stały;**;hotel;43-460 Wisła, Świerkowa 8
2138;HOTEL REFLEKS;56 623 00 16;;stały;**;hotel;87-100 Toruń, Wojska Polskiego 24
2139;POD RATUSZEM;178 529 780;info@hotelpodratuszem.pl;stały;**;hotel;35-064 Rzeszów, Matejki 8
2140;Krotosz;(62) 588 17 10;;stały;**;hotel;63-700 Krotoszyn, Mickiewicza 44
2141;Seva;;;stały;**;hotel;63-300 Ludwina, Ludwina 1a
2142;KORONA;257 405 062;hotelik@korona.lukow.pl;stały;**;hotel;21-400 Łuków, międzyrzecka 71
2143;"""W ZAMKU""";59 822 20 94;kontakt@hotelwzamku.pl;stały;**;hotel;77-100 Bytów, Zamkowa 2
2144;ŚRÓDMIEJSKI;41 344-15-07;hotel.srodmiejski@op.pl;stały;**;hotel;25-305 Kielce, Wesoła 5
2145;Hotel Intermotel;61 814 21 54;;stały;**;hotel;62-081 Przeźmierowo, Poznańska 1
2146;Cieszymir;;zajazd.tarcza@wp.pl;stały;**;hotel;89-300 Ruda, Ruda21
2147;SUTORIS;(14) 615-36-66;recepcja@kopalniasoli.pl;stały;**;hotel;32-700 Bochnia, ul. Solna 2
2148;HOTEL RYWA VERCI;41377 91 11, 6;hotel@rywaverci.pl;stały;**;hotel;28-130 Stopnica, Partyzantów 4
2149;KASPER SUSKI;33 874-16-39;hotel@kaspersuski.pl;stały;**;hotel;34-200 Sucha Beskidzka, ul. Zamkowa 1
2150;ZAJAZD U LISKA;242538546;;stały;**;hotel;99-300 Kutno, Łąkoszyńska 238
2151;ORION;506-719-513;Polmod@wp.pl;stały;**;hotel;21-200 Parczew, lubartowska 11
2152;FORMUŁA;(94) 341 82 56,;;stały;**;hotel;75-847 Koszalin, ul. Wenedów 3a
2153;"""CHEMIK""";523 748 913;hotel@metalko.com.pl;stały;**;hotel;85-825 Bydgoszcz, Wojska Polskiego 48
2154;Mario;"(61) 814 25 54;";info@clubmario.pl;stały;**;hotel;62-081 Baranowo, Graniczna 1
2155;Zieliniec;(61) 870 91 66;info@hotelzieliniec.pl;stały;**;hotel;61-058 Poznań, Sarnia 15
2156;GLASS;(+48-48) 340-;glasshotel@pro.onet.pl;stały;**;hotel;26-600 Radom, Prażmowskiego 17
2157;GÓRSKI;33-81-78-634;recepcja@gorski-hotel.pl;stały;**;hotel;41-370 Szczyrk, Górska 21
2158;FINEZJA;814 686 515;biuro@finezja.swidnik.pl;stały;**;hotel;21-040 Świdnik, wyszyńskiego 12
2159;HOTEL MAZURY;87-520-40-50;biuro@mazury-centrum.com.pl;stały;**;hotel;19-400 Olecko, Gołdapska 10a
2160;HOTEL ZAWISZA;525 880 900;hotel@zawisza.bydgoszcz.pl;stały;**;hotel;85-915 Bydgoszcz, Gdańska 163
2161;NAUTILUS;091/ 32 80 999;hotel_nautilus@poczta.onet.pl;stały;**;hotel;72-500 Międzyzdroje, Promenada Gwiazd 8
2162;"""RATUSZOWY""";52-3228861;;stały;**;hotel;85-037 Bydgoszcz, Długa 37
2163;KRYSTYNA;(12) 654-71-65;recepcja@hotel-krystyna.krakow.pl;stały;**;hotel;30-968 Kraków, ul. Lusińska 9a-9b
2164;KUBAN;+48 32 442 04 10;karczma@karczmakuban.pl;stały;**;hotel;43-230 Goczałkowice-Zdrój, Spokojna 72
2165;CHROBRY;83 371 60 17;hotel.chrobry@gmail.com;stały;**;hotel;21-560 Międzyrzec Podlaski, drohicka 62
2166;"""GRYF""";58/300-01-20;recepcja@gryfgdansk.pl;stały;**;hotel;80-864 Gdańsk, Jana z Kolna 22/26
2167;SAVOY;0-42 632-93-60;savoy@hotelspt.com.pl;stały;**;hotel;90-107 Łódź, Traugutta 6
2168;"""LA SIESTA""";58/674-91-97;dyrektor@lasiesta.pl;stały;**;hotel;84-104 Jastrzębia Góra, Droga Rybacka 58
2169;OLIMPIC;814586230;olimpic@olimpic.pulawy.pl;stały;**;hotel;24-100 Puławy, hauke-bosaka 1
2170;FOR YOU;501-083-741;hotel@hotel-foryou.pl;stały;**;hotel;95-200 Pabianice, ksawerowska 5
2171;JAGIELLOŃSKI;13 463 12 08;jagiellonskisanok@wp.pl;stały;**;hotel;38-500 Sanok, Jagiellońska 49
2172;Elite;(67) 212 43 46;hotelite@op.pl;stały;**;hotel;64-920 Piła, Orla 67
2173;HOTEL GÓRECKI;89-767-32-92;info@hotelgorecki.pl;stały;**;hotel;11-100 Lidzbark Warmiński, Olsztyńska 4
2174;LIDIA;094/314-30-38;hotel@hotel-lidia.pl;stały;**;hotel;76-153 Darłowo, Dorszowa 3
2175;NAD RZECZKĄ;566 390 302;recepcja@hotelnadrzeczka.pl;stały;**;hotel;87-100 Toruń, Nad Rzeczką 10/14
2176;ARKADIA;846 657 930;kontakt@arkadia.spa.pl;stały;**;hotel;22-600 Łaszczówka-Kolonia, łaszczówka kolonia 79
2177;NAD NETTĄ;87 644 61 54;rezerwacja@nad-netta.pl;stały;**;hotel;16-300 Augustów, Portowa 3
2178;STADION;41 368-77-15;hotel.stadion@mosir.kielce.pl;stały;**;hotel;25-033 Kielce, Ściegiennego 8
2179;Hotel Zamek SIMP w Rydzynie;065 529 50 40,;zamek@zamek-rydzyna.com.pl;stały;**;hotel;64-130 Rydzyna, Plac Zamkowy 1
2180;CZARNA RÓŻA;56-6219637;hotel@hotelczarnaroza.pl;stały;**;hotel;87-100 Toruń, Rabiańska 11
2181;"Hotel ""104""";091/573-21-18,;invit@v.pl;stały;**;hotel;73-110 Stargard Szczeciński, Pierwszej Brygady 1
2182;"""MORSKI""";0-58 710-17-1;recepcja@hotelmorski.pl;stały;**;hotel;81-602 Gdynia, Chwarznieńska 170
2183;SĘKOWSKI DWÓR;(18__)534-61-12;sekowskidwor@vp.pl;stały;**;hotel;38-307 Sękowa, Sękowa 445
2184;STAROPOLSKI;(095) 763-11-10;staropolski@op.pl;stały;**;hotel;66-500 Strzelce Krajeńskie, Bolesława Chrobrego 19
2185;"""LOGOS""";58 / 341-49-17;rezerwacje@noclegi-gdn.pl;stały;**;hotel;80-237 Gdańsk, J. Uphagena 28
2186;DIAMENT;075 717 49 36;biuro@hotel-diament.pl;stały;**;hotel;58-580 Szklarska Poręba, Kilińskiego 22
2187;APOGEUM;32-767-52-37;apogeumpiekary@interia.pl;stały;**;hotel;41-940 Piekary Śląskie, Żwirki 16
2188;"""ALGA""";59 814-72-11;hotelalga@poczta.onet.pl;stały;**;hotel;76-270 Ustka, CHopina 2
2189;BROJAN;32 752-11-11;recepcja@brojan.pl;stały;**;hotel;43-600 Jaworzno, Paderewskiego 43
2190;"""VILLA SEDAN""";0 - 58 551 -;;stały;**;hotel;81-762 Sopot, Puławskiego 18-20
2191;DWOREK MARZENIE;236621353;dworek_marzenie@interia.pl;stały;**;hotel;09-100 Płońsk, strachowo 37b
2192;HOTEL MINIKOWO;502 63 77 20;;stały;**;hotel;89-122 Minikowo, Minikowo 1c
2193;"""BURSZTYN""";0-58 551 - 40;;stały;**;hotel;81-777 Sopot, Emilii Plater 19
2194;KORONA;957 582 200;hotel@korona.travel.pl;stały;**;hotel;69-100 Słubice, Powstańców Wlkp. 8
2195;IBIS;32 777-70-00;H3373@accor-hotels.com;stały;**;hotel;41-800 Zabrze, Jagiellońska 4
2196;RESTAURACJA OKRĄGLAK;413156517;;stały;**;hotel;26-060 Korzecko, Korzecko
2197;Hotel Almarco;061 285 33 33;almarcohotel@op.pl;stały;**;hotel;63-000 Środa Wielkopolska, Niedziałkowskiego 17
2198;PAŁAC ŁOMNICA;(075) 713-04-60;hotel@palac-lomnica.pl;stały;**;hotel;58-508 , Karpnicka 3, Łomnica
2199;GÓRSKI CZARNA GÓRA;748130911;biuro@hotelgorski.pl;stały;**;hotel;57-550 Sienna, SIENNA 6
2200;SKARPA;87 516 20 65;skarpa-sejny@su.home.pl;stały;**;hotel;16-500 Sejny, Piłsudskiego 13
2201;SPORT;(94) 314 68 80;recepcja@hotelsport.pl;stały;**;hotel;75-503 Koszalin, Sportowa 14
2202;KORBOWA KOLIBA;41307 38 58,;kontakt@korbowakoliba.pl;stały;**;hotel;26-021 Suków, Suków
2203;"""ADRIA""";58 671-54-24;info@hotel-adria.pl;stały;**;hotel;84-230 Rumia, pIAskowa 13
2204;SZYPOWSKI;15 846 58 80;szypowskistrefa@hotelszypowski.pl;stały;**;hotel;39-460 Nowa Dęba, Jasna 7
2205;Qartet;(61) 293 85 00;hotel@hotelqartet.com.pl;stały;**;hotel;62-045 Pniewy, Lwówecka 22
2206;FACPOL;16 670 91 05;;stały;**;hotel;37-700 Przemyśl, Armii Krajowej 14
2207;HOTEL RESTAURACJA GRODZKA;(13) 447-11-21;Rgrodzka@poczta.onet.pl;stały;**;hotel;38-340 Biecz, ul. Kazimierza Wielkiego 35
2208;SZYPOWSKI STREFA;695 990 173;hotelstrefa@hotelszypowski.pl;stały;**;hotel;39-460 Nowa Dęba, Szypowskiego 1
2209;DAGLEZJA;;;stały;**;hotel;62-035 Kórnik, Wożniaka 7
2210;SZAFRANOWY DWÓR;694 953 410;szafranowydwor@gmail.com;stały;**;hotel;26-067 Strawczynek, Turystyczna 8
2211;AMELIA;523 728 594;hotel@hotel-amelia.pl;stały;**;hotel;85-950 Bydgoszcz, Energetyczna 2
2212;WIKTORIA;(075) 717-30-51;;stały;**;hotel;58-580 Szklarska Poręba, Jeleniogórska 3
2213;HOTEL 7;91 46 35 053;biuro@dabska7.pl;stały;**;hotel;70-789 Szczecin, Dąbska 7
2214;"""DEDAL""";55/ 272-31-37;dedal@hotelewam.pl;stały;**;hotel;82-200 Malbork, Gen. de Gaulle'a 5
2215;PRZYSTANEK SMAKU;15 847 19 91;;stały;**;hotel;36-110 Komorów, Komorów 310
2216;ARTIS;13 442 86 20;info@artishotel.pl;stały;**;hotel;38-460 Jedlicze, Moderówka 307
2217;ARENA;32-433-13-95,;info@hotel-arena.pl;stały;**;hotel;44-213 Rybnik, Gliwicka 72
2218;GOLD;668836833;;stały;**;hotel;08-106 Zbuczyn, chromna 37
2219;"""MIRAMAR""";0-58 550 - 00;miramar@hotelmiramarsopot.com.pl;stały;**;hotel;81-713 Sopot, Zamkowa Góra 25
2220;ISKRA;17 856 97 40;hoteliskra@o2.pl;stały;**;hotel;35-040 Rzeszów, Dąbrowskiego 75
2221;IBIS;0-42 638-67-00;H3096-DM@accor.com;stały;**;hotel;90-368 Łódź, Al.Piłsudskiego 11
2222;"""DANA""";0 - 59 822 -;hotel@dana-art.com.pl;stały;**;hotel;77-100 Bytów, Derdowskiego 1
2223;HOTEL REDOS;774 337 771;redos@poczta.onet.pl;stały;**;hotel;48-300 Nysa, Wyspiańskiego 1A
2224;KSIĄŻE PONIATOWSKI;22 757 76 54;;stały;**;hotel;05-552 Wólka Kosowska, Wąska
2225;CAMPANILE;91-481-77-00;szczecin@campanile.com;stały;**;hotel;70-203 Szczecin, Wyszyńskiego 30
2226;DUKAT;(83) 344 33 35,;hotel@petrodom.pl;stały;**;hotel;21-500 Biała Podlaska, ul. Warszawska 129
2227;U BRACI ZYGMUNTÓW;17 242 04 69;hotel@pro.onet.pl;stały;**;hotel;37-300 Leżajsk, Klasztorna 2 e
2228;KALISKI;957 596 394;pawkaliski@wp.pl;stały;**;hotel;69-110 Rzepin, Wojska Polskiego 1
2229;Inter;(61) 813 21 12;hotel-inter@maxer.pl;stały;**;hotel;62-050 Dymaczewo Nowe, Pod Topolami 1
2230;Nowy Ajaks;(67) 216 22 32;hotel@trzcianka.pl;stały;**;hotel;64-980 Trzcianka, ul. Piotra Skargi 56
2231;STAWISKO KLAUDYN;0 604 264 841;stawisko@stawisko.com.pl;stały;**;hotel;05-082 Klaudyn, Ciećwierza 14
2232;SWOJSKI KLIMAT;731778399;;stały;**;hotel;09-100 Siedlin, Siedlin 29
2233;RUDKA;412646363;info@hotelrudka.pl;stały;**;hotel;27-415 Rudka, Rudka 4
2234;"""GRAMBURG""";0 - 58 58 - 8;hotelgramburg@home.pl;stały;**;hotel;83-210 Zblewo, Chojnicka 21a
2235;IGUŚ;486174493;recepcja@igus-szydlowiec.pl;stały;**;hotel;26-500 Szydłowiec, kościuszki 263
2236;HOTEL ZIELONKI;22 721 05 71;recepcja@hotelzielonki.pl;stały;**;hotel;05-105 Stare Babice, Warszawska 372
2237;HOTEL FRYDERYK;178 571 032;recepcja@hotelfryderyk.rzeszow.pl;stały;**;hotel;35-055 Rzeszów, Fryderyka Szopena 33
2238;Maria;(65) 546 48 58;hotel_maria@pieprszyk.pl;stały;**;hotel;63-900 Dębno Polskie, Rawicka 2a
2239;"""GREGOR""";0 - 58 320 -;gregor@gregor-sa.com.pl;stały;**;hotel;83-032 Pszczółki, Tczewska 1A
2240;KANDEFER;13 46 730 64;kandefer@kandefer.com.pl;stały;**;hotel;38-524 Besko, Bieszczadzka 35
2241;"""TROJANOWSKI""";0 - 59 814 -;hotel-trojanowski@poczta.wp.pl;stały;**;hotel;76-270 Ustka, Darkowska 16
2242;BONA;12 267-59-87;recepcja@hotelbona.com.pl;stały;**;hotel;30-376 Kraków, ul. Tyniecka 167 B
2243;STARY MŁYN;+48 34 31-50-28;stary-mlyn@cze.pl;stały;**;hotel;42-350 Koziegłowy, Częstochowska 66
2244;"""VENUS""";682-73-69;hotel.venus@gip.com.pl;stały;**;hotel;83-050 Kolbudy, Łapino 197
2245;STARA FABRYKA;412 545 994;biuro@edanplus.pl;stały;**;hotel;28-366 Stacja Małogoszcz, Jędrzejowska 43
2246;PANORAMA;(12) 260-64-00;biuro@hotel-panorama.pl;stały;**;hotel;30-349 Kraków, ul. Lipińskiego 3
